divide_id,gw_Coeff,gw_Zmax,gw_Expon,bexp_soil_layers_stag=1,bexp_soil_layers_stag=2,bexp_soil_layers_stag=3,bexp_soil_layers_stag=4,ISLTYP,IVGTYP,dksat_soil_layers_stag=1,dksat_soil_layers_stag=2,dksat_soil_layers_stag=3,dksat_soil_layers_stag=4,psisat_soil_layers_stag=1,psisat_soil_layers_stag=2,psisat_soil_layers_stag=3,psisat_soil_layers_stag=4,cwpvt,mfsno,mp,quartz_soil_layers_stag=1,quartz_soil_layers_stag=2,quartz_soil_layers_stag=3,quartz_soil_layers_stag=4,refkdt,slope,smcmax_soil_layers_stag=1,smcmax_soil_layers_stag=2,smcmax_soil_layers_stag=3,smcmax_soil_layers_stag=4,smcwlt_soil_layers_stag=1,smcwlt_soil_layers_stag=2,smcwlt_soil_layers_stag=3,smcwlt_soil_layers_stag=4,vcmx25
cat-2918223,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,2.7037800940006927e-07,2.7037800940006927e-07,2.7037800940006927e-07,2.7037800940006927e-07,0.0847887985395493,0.0847887985395493,0.0847887985395493,0.0847887985395493,0.35721737146377563,0.618395984172821,6.289369792907621,0.40000000596046453,0.40000000596046453,0.40000000596046453,0.40000000596046453,3.881608963012695,0.5128105282783508,0.4220005869865418,0.4220005869865418,0.4220005869865418,0.4220005869865418,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,51.46995463087867
cat-2918224,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,1.7919151523463844e-07,1.7919151523463844e-07,1.7919151523463844e-07,1.7919151523463844e-07,0.07471222359912046,0.07471222359912046,0.07471222359912046,0.07471222359912046,0.35721737146377563,0.618395984172821,7.199278354644775,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,3.8816089630126953,0.5128105282783508,0.42200058698654175,0.42200058698654175,0.42200058698654175,0.42200058698654175,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,54.94198226928711
cat-2918220,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,3.996453694700487e-07,3.996453694700487e-07,3.996453694700487e-07,3.996453694700487e-07,0.08828090646031178,0.08828090646031178,0.08828090646031178,0.08828090646031178,0.33667300099855557,0.7637189186181964,6.964365823125273,0.4000000059604644,0.4000000059604644,0.4000000059604644,0.4000000059604644,3.885528679387099,0.4938762672726094,0.4299914812436265,0.4299914812436265,0.4299914812436265,0.4299914812436265,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,56.06945741149369
cat-2917604,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,2.166415296194712e-06,2.166415296194712e-06,2.166415296194712e-06,2.166415296194712e-06,0.038300552138436424,0.038300552138436424,0.038300552138436424,0.038300552138436424,0.3572173714637755,0.6183959841728212,7.199278354644775,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,3.8816089630126953,0.5128105282783508,0.4220005869865417,0.4220005869865417,0.4220005869865417,0.4220005869865417,0.0659999996423721,0.0659999996423721,0.0659999996423721,0.0659999996423721,54.94198226928712
cat-2918201,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,3.900052604525387e-07,3.900052604525387e-07,3.900052604525387e-07,3.900052604525387e-07,0.05806052311802539,0.05806052311802539,0.05806052311802539,0.05806052311802539,0.34832637586775467,0.8122861476627721,7.501007169811405,0.4000000059604644,0.4000000059604644,0.4000000059604644,0.4000000059604644,3.8756878215282695,0.5019843067521733,0.42607372531176024,0.42607372531176024,0.42607372531176024,0.42607372531176024,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,56.35837967428008
cat-2918219,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,5.9241298432194554e-08,5.9241298432194554e-08,5.9241298432194554e-08,5.9241298432194554e-08,0.020412586100373508,0.020412586100373508,0.020412586100373508,0.020412586100373508,0.3459391800115417,0.8196055320669077,7.160220380902855,0.40000000596046453,0.40000000596046453,0.40000000596046453,0.40000000596046453,3.8766995786961527,0.49997641594697845,0.42695733714969425,0.42695733714969425,0.42695733714969425,0.42695733714969425,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,55.29326280221092
cat-2917605,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,3.1444536359461635e-06,3.1444536359461635e-06,3.1444536359461635e-06,3.1444536359461635e-06,0.06625361778740892,0.06625361778740892,0.06625361778740892,0.06625361778740892,0.35139440556115764,0.7453801670645893,7.396889137776751,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,3.877731039039387,0.5057201278703994,0.42466820112809067,0.42466820112809067,0.42466820112809067,0.42466820112809067,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,55.86962121643965
cat-2918225,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,2.280222015169332e-07,2.280222015169332e-07,2.280222015169332e-07,2.280222015169332e-07,0.0354367495189012,0.0354367495189012,0.0354367495189012,0.0354367495189012,0.3572173714637756,0.618395984172821,7.199278354644775,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,3.8816089630126953,0.5128105282783508,0.4220005869865417,0.4220005869865417,0.4220005869865417,0.4220005869865417,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,54.94198226928712
cat-2917606,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,2.55227826955437e-07,2.55227826955437e-07,2.55227826955437e-07,2.55227826955437e-07,0.07716644931330317,0.07716644931330317,0.07716644931330317,0.07716644931330317,0.3519442643244234,0.7333891358741434,7.378228884112531,0.4000000059604644,0.4000000059604644,0.4000000059604644,0.4000000059604644,3.878097228798294,0.5063896696236189,0.42441630011453957,0.42441630011453957,0.42441630011453957,0.42441630011453957,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,54.50281109803926
cat-2918202,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,5.701096323506535e-07,5.701096323506535e-07,5.701096323506535e-07,5.701096323506535e-07,0.057609808516031515,0.057609808516031515,0.057609808516031515,0.057609808516031515,0.3572173714637757,0.618395984172821,7.199278354644776,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,3.8816089630126953,0.5128105282783508,0.42200058698654175,0.42200058698654175,0.42200058698654175,0.42200058698654175,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,54.01140314419869
cat-2918226,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,1.5417872859986994e-07,1.5417872859986994e-07,1.5417872859986994e-07,1.5417872859986994e-07,0.05478455267819559,0.05478455267819559,0.05478455267819559,0.05478455267819559,0.3572173714637757,0.618395984172821,7.199278354644775,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,3.8816089630126953,0.5128105282783508,0.4220005869865417,0.4220005869865417,0.4220005869865417,0.4220005869865417,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,54.94198226928711
cat-2917607,0.005,249.814804077,1.0,2.261611223220825,2.261611223220825,2.261611223220825,2.261611223220825,6,11,4.130095499206168e-07,4.130095499206168e-07,4.130095499206168e-07,4.130095499206168e-07,0.09629989944558162,0.09629989944558162,0.09629989944558162,0.09629989944558162,0.35196029206928553,0.7330396112300102,7.377684959372628,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,3.8781079028048184,0.5064091859887512,0.4244089574923147,0.4244089574923147,0.4244089574923147,0.4244089574923147,0.06599999964237213,0.06599999964237213,0.06599999964237213,0.06599999964237213,51.50915879307207
